Data;Brazil;Argentina;Italy;Portugal;US;Uruguay
22/06/2020;1114728;44931;238720;39392;2306969;882
23/06/2020;1154255;47203;238833;39737;2345698;885
24/06/2020;1195288;49851;239410;40104;2381949;902
25/06/2020;1236752;52457;239706;40415;2421248;907
26/06/2020;1281636;55343;239961;40866;2470294;919
27/06/2020;1318556;57744;240136;41189;2511048;924
28/06/2020;1351439;59933;240310;41646;2553973;929
29/06/2020;1372989;62268;240436;41912;2595268;932
30/06/2020;1412669;64530;240578;42141;2645091;936
01/07/2020;1459494;67197;240760;42454;2694214;943
02/07/2020;1503895;69941;240961;42782;2749157;947
03/07/2020;1546935;72786;241184;43156;2800661;952
04/07/2020;1580502;75376;241419;43569;2846606;955
05/07/2020;1605695;77815;241611;43897;2900334;956
06/07/2020;1630149;80447;241819;44129;2943499;960
07/07/2020;1676848;83426;241956;44416;3000730;965
08/07/2020;1722098;87030;242149;44859;3061036;974
09/07/2020;1765060;90693;242363;45277;3120692;977
10/07/2020;1809371;94060;242639;45679;3189551;985
11/07/2020;1844318;97509;242827;46221;3249990;986
12/07/2020;1867976;100166;243061;46512;3310122;987
13/07/2020;1890869;103265;243230;46818;3369486;989
14/07/2020;1933791;106910;243344;47051;3435148;997
15/07/2020;1973933;111146;243506;47426;3501174;1009
16/07/2020;2017616;114783;243736;47765;3571988;1026
17/07/2020;2052234;119301;243967;48077;3638460;1037
18/07/2020;2077987;122524;244216;48390;3702782;1044
19/07/2020;2101399;126755;244434;48636;3761714;1054
20/07/2020;2124152;130774;244624;48771;3822377;1064
21/07/2020;2171079;136118;244752;48898;3890571;1096
22/07/2020;2237229;141900;245032;49150;3958116;1117
23/07/2020;2294555;148027;245338;49379;4026002;1141
24/07/2020;2351458;153520;245590;49692;4101149;1166
25/07/2020;2398993;158334;245864;49955;4165349;1174
26/07/2020;2421666;162526;246118;50164;4221188;1192
27/07/2020;2449677;167416;246286;50299;4280912;1202
28/07/2020;2503681;173355;246488;50410;4345742;1218
29/07/2020;2559132;178996;246776;50613;4409870;1237
30/07/2020;2617187;185373;247158;50868;4479111;1243
31/07/2020;2670451;191302;247537;51072;4543687;1264
01/08/2020;2711992;196543;247832;51310;4601265;1278
02/08/2020;2736058;201919;248070;51463;4648374;1286
03/08/2020;2756164;206743;248229;51569;4690058;1291
04/08/2020;2812447;213535;248419;51681;4751715;1300
05/08/2020;2868616;220682;248803;51848;4806063;1309
06/08/2020;2922605;228195;249204;52061;4866243;1318
07/08/2020;2972008;235677;249756;52351;4926830;1325
08/08/2020;3018397;241811;250103;52537;4990763;1335
09/08/2020;3041127;246499;250566;52668;5045030;1353
10/08/2020;3067633;253868;250825;52825;5096647;1364
11/08/2020;3118153;260911;251237;52945;5153602;1385
12/08/2020;3173107;268574;251713;53223;5208846;1393
13/08/2020;3233820;276072;252235;53548;5260502;1409
14/08/2020;3283227;282437;252809;53783;5330627;1421
15/08/2020;3320108;289100;253438;53981;5383023;1434
16/08/2020;3343114;294569;253915;54102;5417685;1440
17/08/2020;3367511;299126;254235;54234;5455534;1457
18/08/2020;3416775;305966;254636;54448;5500436;1485
19/08/2020;3465378;312659;255278;54701;5546320;1493
20/08/2020;3508352;320884;256118;54992;5591448;1506
21/08/2020;3540678;329043;257065;55211;5639039;1516
22/08/2020;3586586;336802;258136;55452;5684712;1521
23/08/2020;3608459;342154;259345;55597;5716623;1527
24/08/2020;3631972;350867;260298;55720;5750546;1533
25/08/2020;3678279;359638;261174;55912;5793219;1536
26/08/2020;3726431;370188;262540;56274;5835292;1543
27/08/2020;3768691;380292;263949;56673;5885810;1551
28/08/2020;3812779;392009;265409;57074;5932280;1556
29/08/2020;3850070;401239;266853;57448;5975382;1570
30/08/2020;3864604;408426;268218;57768;6009513;1585
31/08/2020;3914829;417735;269214;58012;6042875;1595
01/09/2020;3959158;428239;270189;58243;6084853;1611
02/09/2020;4005611;439172;271515;58633;6124814;1626
03/09/2020;4052420;451198;272912;59051;6169955;1636
04/09/2020;4091959;461882;274644;59457;6218289;1653
05/09/2020;4125816;471806;276338;59943;6261912;1669
06/09/2020;4140488;478792;277634;60258;6291031;1679
07/09/2020;4150004;488007;278784;60507;6315594;1693
08/09/2020;4168790;500034;280153;60895;6342338;1712
09/09/2020;4205877;512293;281583;61541;6375976;1741
10/09/2020;4246638;524198;283180;62126;6415424;1759
11/09/2020;4288171;535705;284796;62813;6460047;1773
12/09/2020;4318971;546481;286297;63310;6505630;1780
13/09/2020;4332991;555537;287753;63983;6545921;1808
14/09/2020;4353602;565446;288761;64596;6578485;1812
15/09/2020;4388154;577338;289990;65021;6615663;1827
16/09/2020;4425451;589012;291442;65626;6653955;1856
17/09/2020;4461856;601713;293025;66396;6699274;1876
18/09/2020;4501587;613658;294932;67176;6749459;1890
19/09/2020;4531145;622934;296569;68025;6795236;1904
20/09/2020;4546587;631365;298156;68577;6836846;1917
21/09/2020;4564222;640147;299506;69200;6868889;1927
22/09/2020;4599189;652174;300897;69663;6907160;1934
23/09/2020;4631915;664799;302537;70465;6948279;1946
24/09/2020;4663930;678266;304323;71156;6997162;1959
25/09/2020;4696240;691235;306235;72055;7044298;1967
26/09/2020;4720958;702484;308104;72939;7087845;1998
27/09/2020;4734745;711325;309870;73604;7121624;2008
28/09/2020;4751616;723132;311364;74029;7159363;2010
29/09/2020;4784464;736609;313011;74717;7201396;2033
30/09/2020;4817365;751001;314861;75542;7240028;2046
01/10/2020;4853148;765002;317409;76396;7286272;2061
02/10/2020;4885966;779689;319908;77284;7339715;2097
03/10/2020;4908974;790818;322751;78247;7388996;2122
04/10/2020;4917689;798486;325329;79151;7422127;2145
05/10/2020;4943742;809728;327586;79885;7459484;2155
06/10/2020;4975268;824468;330263;80312;7504029;2177
07/10/2020;5006206;840915;333940;81256;7553166;2206
08/10/2020;5033036;856369;338398;82534;7611056;2226
09/10/2020;5060769;871468;343770;83928;7666135;2251
10/10/2020;5084513;883882;349494;85574;7721502;2268
11/10/2020;5096704;894206;354950;86664;7768402;2294
12/10/2020;5105340;903730;359569;87913;7810482;2313
13/10/2020;5118699;917035;365467;89121;7860605;2337
14/10/2020;5146543;931967;372799;91193;7919047;2388
15/10/2020;5176969;949063;381602;93294;7982584;2417
16/10/2020;5205565;965609;391611;95902;8052758;2450
17/10/2020;5226341;979119;402536;98055;8107590;2501
18/10/2020;5238392;989680;414241;99911;8159760;2531
19/10/2020;5254971;1002662;423578;101860;8227642;2560
20/10/2020;5278737;1018999;434449;103736;8289379;2623
21/10/2020;5304593;1037325;449648;106271;8350085;2663
22/10/2020;5329357;1053650;465726;109541;8429706;2701
23/10/2020;5359358;1069368;484869;112440;8511366;2759
24/10/2020;5384342;1081336;504509;116109;8589742;2807
25/10/2020;5396596;1090589;525782;118686;8650717;2851
26/10/2020;5415207;1102301;542789;121133;8715281;2872
27/10/2020;5445189;1116609;564778;124432;8792504;2916
28/10/2020;5473540;1130533;589766;128392;8878981;2981
29/10/2020;5500240;1143800;616595;132616;8970273;3044
30/10/2020;5524593;1157179;647674;137272;9070122;3082
31/10/2020;5537763;1166924;679430;141279;9157465;3124
01/11/2020;5547951;1173533;709335;144341;9235295;3149
02/11/2020;5556200;1183131;731588;146847;9317102;3165
03/11/2020;5570782;1195276;759829;149443;9441868;3196
04/11/2020;5594098;1205928;790377;156940;9542130;3245
05/11/2020;5617943;1217028;824879;161350;9670210;3309
06/11/2020;5638143;1228814;862681;166900;9797266;3370
07/11/2020;5655887;1236851;902490;173540;9924330;3441
08/11/2020;5666389;1242182;935104;179324;10044003;3514
09/11/2020;5679803;1250499;960373;183420;10160959;3560
10/11/2020;5726227;1262476;995463;187237;10297511;3620
11/11/2020;5752474;1273356;1028424;192172;10445194;3700
12/11/2020;5786393;1284519;1066401;198011;10603990;3795
13/11/2020;5825111;1296378;1107303;204664;10783507;3883
14/11/2020;5851389;1304846;1144552;211266;10947557;3957
15/11/2020;5865295;1310491;1178529;217301;11087272;4030
16/11/2020;5881039;1318384;1205881;225672;11240359;4104
17/11/2020;5916529;1329005;1238072;230124;11405006;4208
18/11/2020;5951281;1339337;1272352;236015;11576976;4296
19/11/2020;5987143;1349434;1308528;243009;11769277;4377
20/11/2020;6025913;1359042;1345767;249498;11970945;4477
21/11/2020;6056135;1366182;1380531;255970;12150763;4564
22/11/2020;6074061;1370366;1408868;260758;12297350;4699
23/11/2020;6092219;1374631;1431795;264802;12478861;4763
24/11/2020;6126752;1381795;1455022;268721;12652421;4870
25/11/2020;6171380;1390388;1480874;274011;12832632;4988
26/11/2020;6212265;1399431;1509875;280394;12949882;5117
27/11/2020;6245773;1407277;1538217;285838;13164517;5303
28/11/2020;6297258;1413375;1564532;290706;13332740;5511
29/11/2020;6318270;1418807;1585178;294799;13473087;5716
30/11/2020;6341965;1424533;1601554;298061;13628000;5857
01/12/2020;6393950;1432570;1620901;300462;13825116;6024
02/12/2020;6442425;1440103;1641610;303846;14021279;6225
03/12/2020;6492564;1447732;1664829;307618;14241505;6455
04/12/2020;6540235;1454631;1688939;312553;14476876;6731
05/12/2020;6580517;1459832;1709991;318640;14698886;6965
06/12/2020;6606947;1463110;1728878;322474;14878212;7303
07/12/2020;6633971;1466309;1742557;325071;15073674;7505
08/12/2020;6681767;1469919;1757394;327976;15300731;7806
09/12/2020;6736358;1475222;1770149;332073;15516738;8104
10/12/2020;6789908;1482216;1787147;335207;15753679;8487
11/12/2020;6842458;1489328;1805873;340287;15992582;8849
12/12/2020;6884782;1494602;1825775;344700;16217116;9180
13/12/2020;6906811;1498160;1843712;348744;16408712;9708
14/12/2020;6934191;1503222;1855737;350938;16618541;10029
15/12/2020;6982223;1510203;1870576;353576;16844857;10418
16/12/2020;7048347;1517046;1888144;358296;17079661;10893
17/12/2020;7117046;1524372;1906377;362616;17319906;11436
18/12/2020;7169899;1531374;1921778;366952;17567851;11950
19/12/2020;7218141;1537169;1938083;370787;17773703;12557
20/12/2020;7242625;1541285;1953185;374121;17960899;13048
21/12/2020;7270270;1547138;1964054;376220;18157758;13477
22/12/2020;7326935;1555279;1977370;378656;18363690;14001
23/12/2020;7372614;1563865;1991278;383258;18585129;14710
24/12/2020;7430825;1563865;2009317;387636;18798077;15457
25/12/2020;7452008;1574554;2028354;391782;18925254;15848
26/12/2020;7469541;1578267;2038759;392996;19142694;16218
27/12/2020;7487155;1583297;2047696;394573;19278656;16728
28/12/2020;7514592;1590513;2056277;396666;19451959;17306
29/12/2020;7570963;1602163;2067487;400002;19657931;17962
30/12/2020;7626563;1613928;2083689;406051;19876228;18480
31/12/2020;7681032;1625514;2107166;413678;20191316;19119
01/01/2021;7703971;1629594;2129376;420629;20370219;19753
02/01/2021;7719324;1634834;2141201;423870;20642500;20275
03/01/2021;7736514;1640718;2155446;427254;20845901;20823
04/01/2021;7761553;1648940;2166244;431623;21031404;21426
05/01/2021;7819636;1662730;2181619;436579;21264269;22104
06/01/2021;7882143;1676171;2201945;446606;21524033;23048
07/01/2021;7970112;1690006;2220361;456533;21810277;23807
08/01/2021;8029698;1703352;2237890;466709;22114346;24339
09/01/2021;8081091;1714409;2257866;476187;22379085;24974
10/01/2021;8110118;1722217;2276491;483689;22589928;26186
11/01/2021;8140865;1730921;2289021;489293;22793892;26901
12/01/2021;8205289;1744704;2303263;496552;23015704;27846
13/01/2021;8265116;1757429;2319036;507108;23245035;28475
14/01/2021;8333445;1770715;2336279;517806;23480613;29989
15/01/2021;8402542;1783047;2352423;528469;23725611;30946
16/01/2021;8460987;1791979;2368733;539416;23943300;31669
17/01/2021;8492403;1799243;2381277;549801;24119854;32378
18/01/2021;8521336;1807428;2390102;556503;24260682;32863
19/01/2021;8583485;1819569;2400598;566958;24417577;33446
20/01/2021;8647962;1831681;2414166;581605;24604959;34294
21/01/2021;8706912;1843077;2428221;595149;24797511;34992
22/01/2021;8763517;1853830;2441854;609136;24989286;36170
23/01/2021;8821815;1862192;2455185;624469;25167462;36967
24/01/2021;8850334;1867223;2466813;636190;25307608;37633
25/01/2021;8880864;1874801;2475372;643113;25437209;38041
26/01/2021;8942472;1885210;2485956;653878;25588217;38680
27/01/2021;9007244;1896053;2501147;668951;25743673;39328
28/01/2021;9068004;1905524;2515507;685383;25910436;39887
29/01/2021;9127507;1915362;2529070;698583;26074179;40529
30/01/2021;9180621;1922264;2541783;711018;26225119;41181
31/01/2021;9208521;1927239;2553032;720516;26337978;41738
01/02/2021;9237011;1933853;2560957;726321;26463293;42128
02/02/2021;9293289;1943548;2570608;731861;26580323;42667
03/02/2021;9347703;1952744;2583790;740944;26704695;43215
04/02/2021;9404810;1961635;2597446;748858;26829726;43804
05/02/2021;9456500;1970009;2611659;755774;26960838;44303
06/02/2021;9502810;1976689;2625098;761906;27077698;44812
07/02/2021;9528972;1980347;2636738;765414;27167127;45311
08/02/2021;9557558;1985501;2644707;767919;27249926;45650
09/02/2021;9608775;1993295;2655319;770502;27345307;46153
10/02/2021;9669883;2001034;2668266;774889;27440590;46778
11/02/2021;9723487;2008345;2683403;778369;27547362;47254
12/02/2021;9772429;2015496;2697296;781223;27647944;47828
13/02/2021;9817285;2021553;2710819;784079;27738702;48459
14/02/2021;9848008;2025798;2721879;785756;27807010;48909
15/02/2021;9873816;2029057;2729223;787059;27862458;49360
16/02/2021;9939100;2033060;2739591;788561;27921680;49725
17/02/2021;9986325;2039124;2751657;790885;27990525;50208
18/02/2021;10039804;2046795;2765412;792829;28063105;50752
19/02/2021;10091961;2054681;2780882;794769;28138263;51377
20/02/2021;10144332;2060625;2795796;796339;28212046;52163
21/02/2021;10173817;2064334;2809246;797525;28267311;52815
22/02/2021;10205663;2069751;2818863;798074;28322794;53310
23/02/2021;10269248;2077228;2832162;799106;28396654;53973
24/02/2021;10334634;2085411;2848564;800586;28471679;54874
25/02/2021;10402913;2093645;2868435;801746;28548958;55695
26/02/2021;10466308;2098728;2888923;802773;28624378;56542
27/02/2021;10524726;2104197;2907825;803844;28695667;57362
28/02/2021;10558091;2107365;2925265;804562;28747431;57994
01/03/2021;10598476;2112023;2938371;804956;28797871;58589
02/03/2021;10658171;2118676;2955434;805647;28856289;59171
03/03/2021;10731070;2126531;2976274;806626;28923340;60074
04/03/2021;10807092;2133963;2999119;807456;28992284;60945
05/03/2021;10879597;2141854;3023129;808405;29060163;61929
06/03/2021;10946501;2146714;3046762;809412;29121194;63010
07/03/2021;11028185;2149636;3067486;810094;29162805;63837
08/03/2021;11064770;2154694;3081368;810459;29206897;64700
09/03/2021;11136064;2162001;3101093;811306;29262400;65527
10/03/2021;11217531;2169694;3123368;811948;29320172;66484
11/03/2021;11294602;2177898;3149017;812575;29381964;67717
12/03/2021;11377073;2185747;3175807;813152;29444569;69074
13/03/2021;11447416;2192025;3201838;813716;29501389;70133
14/03/2021;11490864;2195722;3223142;814257;29540663;71691
15/03/2021;11535178;2201886;3238394;814513;29591696;72862
16/03/2021;11620823;2210121;3258770;814897;29645763;73770
17/03/2021;11709475;2218425;3281810;815570;29705037;75138
18/03/2021;11797401;2226753;3306711;816055;29767427;76816
19/03/2021;11885660;2234913;3332418;816623;29829060;78401
20/03/2021;11958814;2241739;3356331;817080;29887927;79923
21/03/2021;12006259;2245771;3376376;817530;29923305;81537
22/03/2021;12062229;2252172;3400877;817778;29970729;84230
23/03/2021;12147437;2261577;3419616;818212;30023587;86007
24/03/2021;12238343;2269877;3440862;818787;30111344;87812
25/03/2021;12336604;2278115;3464543;819210;30178971;89458
26/03/2021;12416950;2291051;3488619;819698;30255342;92343
27/03/2021;12498653;2301389;3512453;820042;30319397;95278
28/03/2021;12545611;2308597;3532057;820407;30365717;97406
29/03/2021;12588226;2322611;3544957;820716;30431589;99584
30/03/2021;12674667;2332765;3561012;821104;30493279;102461
31/03/2021;12763392;2348821;3584899;821722;30562809;105549
01/04/2021;12851165;2363251;3607083;822314;30639665;108188
02/04/2021;12920540;2373153;3629000;822862;30713690;111568
03/04/2021;12959895;2383537;3650247;823142;30778570;113904
04/04/2021;12992213;2393492;3668264;823335;30816492;117757
05/04/2021;13034887;2407159;3678944;823494;30883579;119958
06/04/2021;13120019;2428029;3686707;824368;30946405;123063
07/04/2021;13208715;2450068;3700393;825031;31022182;126987
08/04/2021;13297270;2473751;3717602;825633;31102248;130657
09/04/2021;13385380;2497881;3736526;826327;31187001;137946
10/04/2021;13451932;2517300;3754077;826928;31257536;141380
11/04/2021;13491107;2532562;3769814;827494;31304992;144642
12/04/2021;13530757;2551999;3779594;827765;31367175;147173
13/04/2021;13613418;2579000;3793033;828173;31448016;149430
14/04/2021;13688024;2604157;3809193;828857;31523620;152089
15/04/2021;13759207;2629156;3826156;829358;31597602;156499
16/04/2021;13843594;2658628;3842079;829911;31681075;159569
17/04/2021;13912159;2677747;3857443;830560;31736562;162400
18/04/2021;13950997;2694014;3870131;831001;31780391;164744
19/04/2021;13987519;2714475;3878994;831221;31838937;167033
20/04/2021;14060162;2743620;3891063;831645;31901377;169327
21/04/2021;14134150;2769552;3904899;832255;31965724;172601
22/04/2021;14182258;2796768;3920945;832891;32032443;175891
23/04/2021;14251539;2824652;3935703;833397;32095338;179537
24/04/2021;14315320;2845872;3949517;833964;32150310;182326
25/04/2021;14348961;2860884;3962674;834442;32185079;184865
26/04/2021;14381359;2879677;3971114;834638;32227366;187349
27/04/2021;14457203;2905172;3981512;834991;32279648;190096
28/04/2021;14534482;2928890;3994894;835563;32334834;193027
29/04/2021;14603096;2954943;4009208;836033;32393659;195734
30/04/2021;14675104;2977363;4022653;836493;32451762;198428
01/05/2021;14733396;2993865;4035617;836947;32500538;200908
02/05/2021;14762684;3005259;4044762;837277;32531094;202492
03/05/2021;14801673;3021179;4050708;837457;32575716;204120
04/05/2021;14871208;3047417;4059821;837715;32618611;206946
05/05/2021;14947580;3071496;4070400;838102;32664654;209867
06/05/2021;15019870;3095582;4082198;838475;32710833;213449
07/05/2021;15096714;3118134;4092747;838852;32759248;216146
08/05/2021;15158475;3136158;4102921;839258;32794903;218800
09/05/2021;15191195;3147740;4111210;839582;32817773;220683
10/05/2021;15227496;3165121;4116287;839740;32850149;222870
11/05/2021;15297602;3191097;4123230;840008;32885627;225847
12/05/2021;15373850;3215572;4131078;840493;32921778;228102
13/05/2021;15453880;3242103;4139160;840929;32960514;231901
14/05/2021;15531794;3269466;4146722;841379;33002731;235206
15/05/2021;15599145;3290935;4153374;841848;33033489;238079
16/05/2021;15636709;3307285;4159122;842182;33051181;240512
17/05/2021;15672307;3335965;4162576;842381;33076422;242906
18/05/2021;15747112;3371508;4167025;842767;33105337;246026
19/05/2021;15827375;3411160;4172525;843278;33134942;249365
20/05/2021;15910762;3447044;4178261;843729;33165159;253941
21/05/2021;15987393;3482512;4183476;844288;33193984;258540
22/05/2021;16055289;3514683;4188190;844811;33215197;262009
23/05/2021;16093784;3539484;4192183;845224;33228981;265098
24/05/2021;16131264;3562135;4194672;845465;33250853;267888
25/05/2021;16205305;3586736;4197892;845840;33275443;271859
26/05/2021;16285550;3622135;4201827;846434;33300039;276435
27/05/2021;16350081;3663215;4205970;847006;33326881;280372
28/05/2021;16403969;3702422;4209707;847604;33349123;282198
29/05/2021;16479832;3732263;4213055;848213;33362434;288172
30/05/2021;16521281;3753609;4216003;848658;33369788;291488
31/05/2021;16557888;3781784;4217821;849093;33376063;294503
01/06/2021;16636801;3817139;4220304;849538;33396916;298006
02/06/2021;16733079;3852156;4223200;850262;33413628;301524
03/06/2021;16809146;3884447;4225163;851031;33432024;304411
04/06/2021;16852317;3915397;4227719;851461;33449889;308490
05/06/2021;16913984;3939024;4230153;852034;33465493;312703
06/06/2021;16954327;3955439;4232428;852646;33471509;316535
07/06/2021;16994043;3977634;4233698;853034;33485579;318783
08/06/2021;17049756;4008771;4235592;853632;33498618;322978
09/06/2021;17134623;4038528;4237790;854522;33517183;326405
10/06/2021;17225867;4066156;4239868;855432;33531964;330027
11/06/2021;17312179;4093090;4241760;855951;33557115;333484
12/06/2021;17385952;4111147;4243482;856740;33566275;336470
13/06/2021;17422936;4124190;4244872;857447;33571545;338513
14/06/2021;17465628;4145482;4245779;858072;33583331;340818
15/06/2021;17552769;4172742;4247032;859045;33594060;343615
